"id","created_at","updated_at","code","description","image_url","max_item","menu_code","min_item","name","order","other_price","other_rate","parent_code","price","type","status","step","tenant_id","thumbnail_url","unit","value_type","vat"
"0e0c1ef4-b7f6-48ba-8fe7-9fdabacea314","2025-02-12 08:51:58.491",NULL,"TS-HS-LD-HM-TL","1.Nội dung dịch vụ:<br/>-Khảo sát, tháo, lắp đặt máy hút mùi.<br/>2.Công việc thực hiện:<br/>-Lắp máy hút mùi:<br/>+Tiến hành khoan tường, lắp nở và vít<br/>+Treo máy hút mùi lên tường.<br/>+Lắp ống thoát khí<br/>+Cấp nguồn điện cho máy chạy.<br/>-Tháo máy hút mùi:<br/>+Ngắt nguồn điện cho máy hút mùi<br/>+Tháo ống thoát khí<br/>+Tháo máy hút mùi<br/>-Vệ sinh hiện trường, nghiệm thu và bàn giao máy hút mùi cho khách hàng.<br/>3.Thông tin dịch vụ<br/>-Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>-Hỗ trợ khách hàng: 8h00 đến 20h00 hằng ngày.<br/>4.Bảo hành: 3 ngày.",NULL,NULL,"e0ea7c23-4872-4c80-9527-243269865c92",NULL,"Tháo & lắp máy hút mùi","10",NULL,NULL,NULL,"700000","LD",True,NULL,NULL,NULL,"Máy","INTEGER","8"
"20c492b3-eb80-493d-ba96-5f4b6bf3328a","2025-02-12 08:52:46.452",NULL,"TT-BDBNNKKL3","1. Nội dung dịch vụ:<br/>- Kiểm tra, vệ sinh bảo dưỡng bình nước nóng năng lượng mặt<br/>trời để loại bỏ các nguy cơ hỏng hóc, giảm nguy cơ mất an<br/>toàn điện. Bảo dưỡng bình nước nóng định kỳ 6 tháng - 1<br/>năm/lần giúp bình làm nóng tốt, tránh rò rỉ, chập cháy điện.<br/>2. Công việc thực hiện:<br/>- Kiểm tra sơ bộ máy.<br/>- Kiểm tra phần điện, điều khiển nhiệt, thanh nhiệt, thanh<br/>magie, rơle, bo mạch điều khiển<br/>- Vệ sinh sạch sẽ và loại bỏ các cặn bẩn bên trong bình<br/>- Vệ sinh hiện trường, nghiệm thu và bàn giao thiết bị hoạt<br/>động ổn định cho khách hàng.<br/>3. Thông tin dịch vụ<br/>- Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hành: 8h00 đến 20h00 hằng ngày.<br/>4. Bảo hành: 72 giờ",NULL,NULL,"GDVTT",NULL,"BD bình nước nóng NLMT trên 200 lít đối với vị trí mái bằng","1",NULL,NULL,NULL,"540000",NULL,True,NULL,NULL,NULL,"Máy","INTEGER","8"
"10c852db-2d6b-41f1-aaa6-c009e36cfcb3","2025-02-12 08:52:03.65",NULL,"TS-HS-LD-MNN-LGT","1. Nội dung dịch vụ:<br/>- Khảo sát, lắp đặt máy nước nóng gián tiếp.<br/>2. Công việc thực hiện:<br/>- Lắp giá treo máy<br/>- Treo máy lên giá treo<br/>- Định vị vị trí lắp sen vòi và lắp attomat, lắp van<br/>- Lắp van 3 trong 1 và đường nước lạnh vào máy, đường nước nóng<br/>ra máy.<br/>- Đấu dây điện nguồn, dấy tiếp địa cho bình. Sau đó cấp nguồn điện<br/>cho máy chạy<br/>- Vệ sinh hiện trường, nghiệm thu và bàn giao máy nước nóng cho<br/>khách hàng.<br/>3. Thông tin dịch vụ:<br/>- Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hàng: 8h00 đến 20h00 hằng ngày.<br/>4. Bảo hành: 1 tháng",NULL,NULL,"85586122-a3aa-41c0-af77-67edb5ba175f",NULL,"Lắp máy nước nóng gián tiếp","10",NULL,NULL,NULL,"350000","LD",True,NULL,NULL,NULL,"Máy","INTEGER","8"
"3757a878-26a7-473d-abbd-c99b320f4a0c","2025-02-12 08:54:47.536",NULL,"TS-HS-BD-BNN","1. Nội dung dịch vụ:<br/>- Kiểm tra, vệ sinh bảo dưỡng bình nước nóng năng lượng mặt<br/>trời để loại bỏ các nguy cơ hỏng hóc, giảm nguy cơ mất an<br/>toàn điện. Bảo dưỡng bình nước nóng định kỳ 6 tháng - 1<br/>năm/lần giúp bình làm nóng tốt, tránh rò rỉ, chập cháy điện.<br/>2. Công việc thực hiện:<br/>- Kiểm tra sơ bộ máy.<br/>- Kiểm tra phần điện, điều khiển nhiệt, thanh nhiệt, thanh<br/>magie, rơle, bo mạch điều khiển<br/>- Vệ sinh sạch sẽ và loại bỏ các cặn bẩn bên trong bình<br/>- Vệ sinh hiện trường, nghiệm thu và bàn giao thiết bị hoạt<br/>động ổn định cho khách hàng.<br/>3. Thông tin dịch vụ<br/>- Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hành: 8h00 đến 20h00 hằng ngày.<br/>4. Bảo hành: 72 giờ",NULL,NULL,"b44f9de5-7960-4aaa-8078-dcd615a0f1d8",NULL,"Bảo dưỡng bình nước nóng năng lượng mặt trời trên 200 lít đối với vị trí khó, nguy hiểm","10",NULL,NULL,NULL,"1000000","BD",True,NULL,NULL,NULL,"1 Máy/lần","INTEGER","8"
"871ee8ff-2ed5-442e-9594-1ff5a47b178f","2025-02-12 08:55:00.506",NULL,"TS-HS-LD-QT-LM","1. Nội dung dịch vụ:<br/>- Khảo sát, lắp đặt quạt trần đã có móc treo, có nguồn điện chờ sẵn<br/>2. Công việc thực hiện:<br/>- Khảo sát vị trí lăp đặt quạt trần .<br/>- Lắp quạt vào móc.<br/>- Kết nối nguồn điện cho quạt trần.<br/>- Vệ sinh hiện trường, nghiệm thu và bàn giao cho khách hàng.<br/>3. Thông tin dịch vụ<br/>- Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hàng: 8h00 đến 20h00 hằng ngày.<br/>4. Bảo hành: 3 ngày",NULL,NULL,"302a171d-9ff7-4c45-a645-5fecc07a5c6f",NULL,"Lắp quạt trần đã có móc treo, có nguồn điện chờ sẵn","10",NULL,NULL,NULL,"300000","LD",True,NULL,NULL,NULL,"Máy","INTEGER","8"
"16bb0179-79df-44ff-b280-0114954e1919","2025-02-12 08:51:43.931",NULL,"TS-HS-SC-NC","1. Nội dung dịch vụ:<br/>- Sữa chữa Điều hòa, Tủ lạnh, Tủ đông nâng cao<br/>2. Công việc thực hiện:<br/>Điều hòa:<br/>- Dịch vụ kiểm tra và thay thế dàn bay hơi.<br/>- Dịch vụ kiểm tra và thay thế dàn ngưng tụ<br/>- Dịch vụ kiểm tra và thay thế máy nén.<br/>- Dịch vụ kiểm tra và thay thế van dịch vụ, van tiết lưu.<br/>- Dịch vụ kiểm tra thay thế cục lạnh/ Cục nóng<br/>Tủ lạnh, Tủ đông:<br/>- Dịch vụ kiểm tra và thay thế dàn bay hơi, khắc phục điểm<br/>xì.<br/>- Dịch vụ kiểm tra và thay thế dàn ngưng tụ, khắc phục<br/>điểm xì.<br/>- Dịch vụ kiểm tra và thay thế Cabinet(thân tủ).<br/>- Và các lỗi khác tương đương<br/>- Vệ sinh hiện trường, nghiệm thu và bàn giao thiết bị hoạt<br/>động ổn định cho khách hàng.<br/>3. Thông tin dịch vụ<br/>- Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hành: 8h00 đến 20h00 hằng ngày.<br/>4. Bảo hành: 72 giờ",NULL,NULL,"TS-HS-DL",NULL,"Sửa chữa nâng cao điều hòa, tủ lạnh, tủ đông","5",NULL,NULL,NULL,"500000","SC",False,NULL,NULL,NULL,"Máy","INTEGER","8"
"7d13b313-d9be-4498-ab9c-f58f1ac7a741","2025-02-12 08:51:52.943",NULL,"TS-HS-SC-DN","1. Nội dung dịch vụ:<br/>- Thay thế các thiết bị nhỏ lẻ<br/>2. Công việc thực hiện:<br/>- Kiểm tra sơ bộ thiết bị<br/>- Thay thiết bị cần thiết<br/>- Vệ sinh hiện trường, nghiệm thu và bàn giao cho khách hàng.<br/>3. Thông tin dịch vụ<br/>- Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hàng: 8h00 đến 20h00 hằng ngày.<br/>4. Bảo hành: 3 ngày",NULL,NULL,"a4b295e1-b221-490e-8eb1-df0645170380",NULL,"Dịch vụ thay thế nhỏ lẻ (thay bóng đèn, ổ cắm, …)","10",NULL,NULL,NULL,"70000","SC",False,NULL,NULL,NULL,"Máy","INTEGER","8"
"ab21bcb9-26b7-4b10-8991-b9a8ca871633","2025-02-12 08:52:09.509",NULL,"TS-IS-SLXCA4","1. Nội dung dịch vụ.<br/>- Xử lý sự cố máy in A4 (không thay thế phần cứng).<br/>2. Công việc thực hiện.<br/>- Kiểm tra sơ bộ hiện trang máy tin trước khi xử lý.<br/>- Kiểm tra, tìm lỗi và tiến hành xử lý theo nghiệm vụ: Hỏng phần<br/>cứng, không in, kẹt giấy, lỗi font, kêu to, lỗi kết nối, treo, nguồn,<br/>sai màu, sọc màu, mất màu,...<br/>- Kiểm tra, in thử sau khi xử lý.<br/>- Tư vấn, hướng dẫn sử dụng.<br/>- Vệ sinh hiện trường, nghiệm thu, bàn giao với khách hàng.<br/>3. Thông tin dịch vụ.<br/>- Phục vụ tận nơi ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hàng 24/7: 8h00 đến 20h00.<br/>4. Bảo hành: 3 ngày.",NULL,NULL,"e4bd8a4c-cd7b-4aa7-afa7-4e95eb19aedc",NULL,"Xử lý sự cố máy in A4 (không thay thế phần cứng)","10",NULL,NULL,NULL,"300000","SC",False,NULL,NULL,NULL,"Máy","INTEGER","8"
"49c2f28b-304b-40e4-9355-dd59a7beeea5","2025-02-12 08:52:14.099",NULL,"TS-IS-DMA4","1. Nội dung dịch vụ.<br/>- Đổ mực máy tính A4 (chưa bao gồm mực)<br/>2. Công việc thực hiện.<br/>- Liên hệ lấy thông tin loại máy in và loại mực (Nếu cần cung cấp<br/>mực để chuẩn bị).<br/>- Kiểm tra tổng quan hiện trạng máy in, in thử trước khi bổ sung<br/>mực.<br/>- Tiến hành bổ sung mực cho máy in.<br/>- Kiểm tra, in thử sau khi bổ sung mực.<br/>- Vệ sinh hiện trường, nghiệm thu, bàn giao với khách hàng.<br/>3. Thông tin dịch vụ.<br/>- Phục vụ tận nơi ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hàng 24/7: 8h00 đến 20h00.<br/>4. Bảo hành: 3 ngày.",NULL,NULL,"e4bd8a4c-cd7b-4aa7-afa7-4e95eb19aedc",NULL,"Đổ mực máy in A4 (chưa bao gồm mực)","10",NULL,NULL,NULL,"150000","LD",False,NULL,NULL,NULL,"máy","INTEGER","8"
"b456895a-625e-4ec2-a2f5-26a1369d923c","2025-01-14 15:36:28.314","2025-01-23 18:28:34.152","TS-HS-BD-MGND","1.Nội dung dịch vụ:<br/>-Kiểm tra, vệ sinh bảo dưỡng máy giặt lồng ngang để loại bỏ các nguy cơ hỏng hóc, tăng cường khả năng giặt sạch của máy, giảm nguy cơ ảnh hưởng sức khỏe người dùng do vi khuẩn lưu cữu lâu ngày trong máy gây ra.<br/>2.Công việc thực hiện:<br/>-Kiểm tra sơ bộ máy giặt, kiểm tra hoạt động của máy giặt từ ống xả, van cấp nước, công tắc, cảm biến nhiệt độ, bơm xả, động cơ,...<br/>-Vệ sinh sạch sẽ khoang chứa nước giặt, nước xả vải, gioăng cao su, lồng máy giặt<br/>-Vệ sinh hiện trường, nghiệm thu và bàn giao máy giặt làm mát ổn định cho khách hàng.<br/>3.Thông tin dịch vụ:<br/>-Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>-Hỗ trợ khách hàng: 8h00 đến 20h00 hằng ngày.<br/>4.Bảo hành: 3 ngày",NULL,NULL,"aa84c825-4a31-4d4b-8b6a-dc8541bce0cc",NULL,"Bảo dưỡng vệ sinh máy giặt nội địa","10",NULL,NULL,NULL,"1100000","BD",False,NULL,NULL,NULL,"Máy","INTEGER","8"
"29b595b3-d872-4026-8df6-e726fa51608c","2025-01-14 15:36:28.311","2025-01-23 18:28:34.148","TS-IS-LD-LAN3","1. Nội dung dịch vụ.<br/>- Thi công mạng LAN có ống ghen (chưa bao gồm giá vật tư).<br/>2. Công việc thực hiện.<br/>- Khảo sát vị trí đi mạng LAN để tính toán đường đi và khối lượng<br/>vật tư sử dụng.<br/>- Triển khai đi dây mạng LAN.<br/>- Kiểm tra chất lượng, tín hiệu dây LAN sau khi triển khai.<br/>- Vệ sinh hiện trường, nghiệm thu, bàn giao với khách hàng.<br/>- Thông tin dịch vụ.<br/>- Phục vụ tận nơi ở tất cả các quận huyện tại 63 tỉnh thành.<br/>- Hỗ trợ khách hàng 24/7: 8h00 đến 20h00.<br/>3. Bảo hành: 3 ngày.",NULL,NULL,"59d41ad6-ef63-4014-8d8d-3568073d0189",NULL,"Thi công mạng LAN có ống ghen, đục trần, đục xuyên tường","10",NULL,NULL,NULL,"200000","LD",True,NULL,NULL,NULL,"nút","INTEGER","8"
"3daf5d4f-85f4-473f-b606-7817a16f7ba0","2023-05-16 02:29:13.881",NULL,"TS-LD-DHAT-LD-DN-DL","1.Nội dung dịch vụ:<br/>-Khảo sát, lắp máy điều hòa âm trần / tủ.<br/>2.Công việc thực hiện: <br/>-Lắp dàn nóng và dàn lạnh:<br/>+Khảo sát vị trí lăp đặt dàn nóng, dàn lạnh.<br/>+Lắp đặt dàn lạnh <br/>+Lắp đặt dàn nóng <br/>+Lắp đặt nối ống dẫn gas dàn lạnh với dàn nóng, đi dây nguồn cấp cho dàn nóng, dàn lạnh, sấy ống chân cho đường ống gas. Sau đó cho máy chạy.<br/>-Vệ sinh hiện trường, nghiệm thu và bàn giao điều hoà cho khách hàng.<br/>3.Thông tin dịch vụ<br/>-Phục vụ tại nhà ở tất cả các quận huyện tại 63 tỉnh thành.<br/>-Hỗ trợ khách hàng: 8h00 đến 20h00 hằng ngày.<br/>4.Bảo hành: 3 ngày",NULL,NULL,"TS-HS-DL",NULL,"Lắp máy điều hòa âm trần/áp trần dưới 48.000 BTU (dàn nóng & dàn lạnh)","3",NULL,NULL,NULL,"700000",NULL,True,NULL,NULL,NULL,"1 máy/lần",NULL,"8"
